frame vehicles pedestrian wait
1501 8 0 1216 
1502 8 0 1220 
1503 8 0 1226 
1504 8 0 1234 
1505 8 0 1242 
1506 8 0 1249 
1507 8 0 1256 
1508 8 0 1263 
1509 8 0 1270 
1510 9 0 1277 
1511 9 0 1284 
1512 9 0 1290 
1513 9 0 1297 
1514 9 0 1304 
1515 9 0 1311 
1516 9 0 1318 
1517 9 0 1325 
1518 8 0 1322 
1519 8 0 1329 
1520 8 0 1336 
1521 8 0 1343 
1522 8 0 1350 
1523 9 0 1357 
1524 8 0 1365 
1525 8 0 1373 
1526 9 0 1380 
1527 9 0 1387 
1528 9 0 1394 
1529 9 0 1401 
1530 9 0 1410 
1531 9 0 1391 
1532 9 0 1397 
1533 9 0 1404 
1534 9 0 1411 
1535 9 0 1419 
1536 9 0 1427 
1537 9 0 1434 
1538 9 0 1441 
1539 9 0 1448 
1540 9 0 1456 
1541 9 0 1464 
1542 9 0 1008 
1543 9 0 1014 
1544 8 0 1017 
1545 8 0 1024 
1546 8 0 1031 
1547 8 0 1036 
1548 8 0 1044 
1549 8 0 1048 
1550 8 0 1054 
1551 8 0 1060 
1552 8 0 1064 
1553 8 0 1071 
1554 8 0 825 
1555 8 0 832 
1556 8 0 835 
1557 8 0 842 
1558 8 0 849 
1559 8 0 726 
1560 8 0 734 
1561 8 0 735 
1562 8 0 741 
1563 9 0 747 
1564 9 0 751 
1565 9 0 757 
1566 9 0 761 
1567 9 0 766 
1568 9 0 672 
1569 9 0 679 
1570 9 0 686 
1571 9 0 687 
1572 9 0 694 
1573 9 0 687 
1574 9 0 693 
1575 9 0 699 
1576 9 0 700 
1577 8 0 249 
1578 7 0 243 
1579 7 0 248 
1580 7 0 248 
1581 7 0 251 
1582 7 0 254 
1583 7 0 254 
1584 7 0 259 
1585 8 0 260 
1586 8 0 266 
1587 8 0 272 
1588 8 0 258 
1589 7 0 263 
1590 7 0 37 
1591 7 0 42 
1592 7 0 38 
1593 7 0 44 
1594 7 0 50 
1595 7 0 47 
1596 7 0 50 
1597 7 0 50 
1598 7 0 56 
1599 8 0 62 
1600 8 0 48 
1601 8 0 53 
1602 8 0 52 
1603 8 0 57 
1604 8 0 53 
1605 8 0 59 
1606 8 0 65 
1607 8 0 55 
1608 7 0 58 
1609 7 0 5 
1610 7 0 11 
1611 7 0 2 
1612 6 0 8 
1613 7 0 14 
1614 7 0 6 
1615 7 0 11 
1616 7 0 7 
1617 7 0 9 
1618 9 0 14 
1619 9 0 8 
1620 9 0 14 
1621 9 0 4 
1622 9 0 9 
1623 9 0 8 
1624 9 0 12 
1625 10 0 16 
1626 9 0 11 
1627 8 0 13 
1628 8 0 6 
1629 8 0 8 
1630 8 0 12 
1631 7 0 5 
1632 7 0 9 
1633 7 0 5 
1634 6 0 8 
1635 6 0 4 
1636 5 0 6 
1637 5 0 10 
1638 5 0 2 
1639 5 0 6 
1640 6 0 2 
1641 5 0 5 
1642 5 0 10 
1643 5 0 0 
1644 5 0 5 
1645 5 0 2 
1646 6 0 6 
1647 6 0 2 
1648 6 0 7 
1649 9 0 12 
1650 9 0 8 
1651 9 0 13 
1652 9 0 10 
1653 9 0 16 
1654 9 0 22 
1655 9 0 13 
1656 9 0 19 
1657 9 0 10 
1658 8 0 14 
1659 8 0 8 
1660 8 0 14 
1661 8 0 20 
1662 8 0 12 
1663 7 0 13 
1664 6 0 7 
1665 6 0 10 
1666 10 0 13 
1667 10 0 9 
1668 10 0 14 
1669 11 0 13 
1670 11 0 19 
1671 13 0 10 
1672 13 0 18 
1673 17 0 26 
1674 17 0 22 
1675 17 0 31 
1676 16 0 27 
1677 17 0 29 
1678 16 0 34 
1679 16 0 26 
1680 15 0 32 
1681 15 0 30 
1682 15 0 35 
1683 15 0 37 
1684 15 0 31 
1685 15 0 35 
1686 15 0 24 
1687 13 0 24 
1688 13 0 9 
1689 12 0 15 
1690 12 0 20 
1691 11 0 7 
1692 11 0 15 
1693 10 0 7 
1694 10 0 14 
1695 9 0 3 
1696 8 0 9 
1697 8 0 15 
1698 8 0 6 
1699 8 0 12 
1700 9 0 8 
1701 9 0 15 
1702 11 0 22 
1703 11 0 9 
1704 11 0 14 
1705 12 0 9 
1706 11 0 14 
1707 10 0 9 
1708 10 0 14 
1709 10 0 19 
1710 10 0 9 
1711 10 0 14 
1712 13 0 11 
1713 13 0 19 
1714 13 0 27 
1715 13 0 12 
1716 12 0 17 
1717 12 0 8 
1718 12 0 17 
1719 12 0 14 
1720 10 0 16 
1721 9 0 22 
1722 10 0 10 
1723 10 0 18 
1724 12 0 7 
1725 12 0 16 
1726 12 1 7 
1727 12 1 17 
1728 12 1 27 
1729 12 1 19 
1730 12 1 27 
1731 12 1 20 
1732 12 1 29 
1733 13 1 38 
1734 13 1 15 
1735 13 1 23 
1736 13 1 17 
1737 12 1 23 
1738 14 1 15 
1739 14 2 24 
1740 15 2 34 
1741 15 2 21 
1742 15 1 28 
1743 14 1 16 
1744 13 1 21 
1745 13 1 31 
1746 12 1 17 
1747 11 1 25 
1748 11 1 22 
1749 12 1 22 
1750 12 1 17 
1751 12 1 24 
1752 15 1 34 
1753 15 1 27 
1754 14 1 33 
1755 14 1 19 
1756 14 1 28 
1757 14 1 37 
1758 14 1 22 
1759 14 1 31 
1760 14 1 29 
1761 12 1 33 
1762 11 1 24 
1763 11 1 28 
1764 11 1 35 
1765 10 1 25 
1766 9 1 27 
1767 9 1 24 
1768 9 1 31 
1769 9 1 38 
1770 9 1 25 
1771 9 0 20 
1772 9 0 17 
1773 9 0 24 
1774 9 0 10 
1775 8 0 10 
1776 9 0 17 
1777 9 0 3 
1778 8 0 7 
1779 8 0 4 
1780 8 0 7 
1781 8 0 12 
1782 8 0 3 
1783 8 0 8 
1784 9 0 3 
1785 9 0 9 
1786 9 0 3 
1787 9 0 8 
1788 9 0 13 
1789 8 0 7 
1790 8 0 11 
1791 7 0 11 
1792 6 0 10 
1793 6 0 13 
1794 6 0 6 
1795 6 0 9 
1796 7 0 8 
1797 7 0 12 
1798 7 0 10 
1799 7 0 13 
1800 7 0 15 
1801 7 0 9 
1802 7 0 13 
1803 6 0 8 
1804 6 0 11 
1805 6 0 14 
1806 5 0 9 
1807 5 0 11 
1808 5 0 11 
1809 5 0 12 
1810 5 0 11 
1811 5 0 12 
1812 4 1 9 
1813 4 1 8 
1814 4 1 9 
1815 5 1 8 
1816 4 1 8 
1817 4 1 10 
1818 4 1 9 
1819 3 1 7 
1820 3 1 6 
1821 3 1 7 
1863 2 1 5 
1864 2 1 5 
1865 2 1 5 
1866 2 1 5 
1867 2 2 5 
1873 2 2 5 
1874 2 1 4 
1875 2 2 4 
1876 2 2 5 
1880 2 2 5 
1881 1 2 2 
1933 1 2 2 
1934 0 2 1 
1935 2 2 1 
1936 2 2 3 
1937 2 2 3 
1938 2 2 5 
1939 2 2 7 
1940 2 2 6 
1941 2 1 8 
1942 2 1 1 
1943 2 1 3 
1944 2 0 4 
1945 2 0 3 
1946 2 0 5 
1947 2 0 0 
1948 2 0 2 
1949 2 0 0 
1950 2 0 2 
1951 2 1 4 
1952 2 1 4 
1953 2 1 6 
1954 3 1 1 
1955 3 1 4 
1956 3 1 7 
1957 3 1 10 
1958 3 2 13 
1959 3 2 2 
1960 3 2 5 
1961 4 2 4 
1962 4 2 8 
1963 4 2 12 
1964 4 2 7 
1965 4 1 9 
1966 4 1 3 
1967 4 1 6 
1968 4 1 3 
1969 4 1 6 
1970 4 1 9 
1971 4 1 3 
1972 4 0 5 
1973 4 0 0 
1974 4 0 4 
1975 4 0 8 
1976 4 0 3 
1977 4 0 7 
1978 4 0 5 
1979 4 0 9 
1980 4 0 7 
1981 4 0 11 
1982 4 0 15 
1983 4 0 10 
1984 4 0 14 
1985 4 0 12 
1986 4 0 16 
1987 4 0 20 
1988 4 0 15 
1989 4 0 19 
1990 4 0 17 
1991 4 0 21 
1992 4 0 19 
1993 4 0 23 
1994 5 0 27 
1995 5 0 25 
1996 5 0 28 
1997 5 0 27 
1998 5 0 31 
1999 5 0 35 
2000 5 0 33 
2001 5 0 37 
2002 5 0 37 
2003 5 0 41 
2004 6 0 10 
2005 6 0 15 
2006 7 0 20 
2007 7 0 18 
2008 6 0 19 
2009 6 0 19 
2010 6 0 23 
2011 6 0 27 
2012 6 0 28 
2013 6 0 30 
2014 6 0 26 
2015 6 0 31 
2016 7 0 36 
2017 7 0 42 
2018 9 0 48 
2019 9 0 46 
2020 9 0 52 
2021 9 0 27 
2022 10 0 32 
2023 10 0 33 
2024 10 0 20 
2025 10 0 21 
2026 10 0 22 
2027 10 0 26 
2028 10 0 29 
2029 11 0 33 
2030 11 0 38 
2031 10 0 35 
2032 10 0 40 
2033 10 0 38 
2034 10 0 44 
2035 9 0 48 
2036 9 0 48 
2037 8 0 52 
2038 8 0 53 
2039 7 0 46 
2040 7 0 26 
2041 6 0 27 
2042 7 0 32 
2043 8 0 34 
2044 8 0 40 
2045 8 0 31 
2046 8 0 36 
2047 8 0 41 
2048 8 0 40 
2049 8 0 46 
2050 10 0 45 
2051 10 0 53 
2052 10 0 57 
2053 10 0 63 
2054 10 0 68 
2055 9 0 60 
2056 8 0 63 
2057 8 0 66 
2058 7 0 66 
2059 7 0 73 
2060 7 0 69 
2061 7 0 74 
2062 7 0 62 
2063 7 0 69 
2064 7 0 72 
2065 7 0 79 
2066 9 0 86 
2067 9 0 87 
2068 9 0 95 
2069 9 0 101 
2070 9 0 110 
2071 9 0 119 
2072 9 0 128 
2073 9 0 137 
2074 9 0 145 
2075 9 0 153 
2076 9 0 135 
2077 9 0 144 
2078 9 0 153 
2079 9 0 153 
2080 9 0 163 
2081 9 0 166 
2082 9 0 174 
2083 9 0 183 
2084 9 0 192 
2085 9 0 201 
2086 9 0 192 
2087 9 0 201 
2088 9 0 210 
2089 10 0 218 
2090 10 0 227 
2091 10 0 236 
2092 10 0 245 
2093 10 0 246 
2094 10 0 253 
2095 10 0 258 
2096 10 0 267 
2097 10 0 276 
2098 10 0 252 
2099 9 0 256 
2100 9 0 242 
2101 9 0 229 
2102 9 0 236 
2103 9 0 234 
2104 9 0 242 
2105 9 0 249 
2106 9 0 252 
2107 9 0 259 
2108 9 0 266 
2109 9 0 273 
2110 9 0 268 
2111 9 0 275 
2112 9 0 282 
2113 9 0 289 
2114 10 0 297 
2115 10 0 297 
2116 10 0 306 
2117 10 0 313 
2118 9 0 319 
2119 9 0 327 
2120 9 0 334 
2121 10 0 340 
2122 10 0 344 
2123 10 0 353 
2124 10 0 359 
2125 10 0 365 
2126 10 0 371 
2127 10 0 379 
2128 10 0 387 
2129 10 0 395 
2130 11 0 402 
2131 11 0 409 
2132 11 0 410 
2133 11 0 417 
2134 11 0 425 
2135 11 0 432 
2136 11 0 438 
2137 10 0 443 
2138 10 0 449 
2139 10 0 455 
2140 10 0 461 
2141 11 0 468 
2142 11 0 476 
2143 11 0 482 
2144 10 0 448 
2145 9 0 454 
2146 9 0 460 
2147 9 0 466 
2148 9 0 472 
2149 8 0 476 
2150 8 0 482 
2151 8 0 489 
2152 8 0 496 
2153 8 0 503 
2154 8 0 509 
2155 8 0 505 
2156 7 0 511 
2157 8 0 517 
2158 8 0 445 
2159 8 0 451 
2160 9 0 457 
2161 9 0 464 
2162 10 0 471 
2163 10 0 479 
2164 10 0 487 
2165 10 0 493 
2166 10 0 500 
2167 10 0 508 
2168 10 0 516 
2169 10 0 524 
2170 9 0 532 
2171 9 0 540 
2172 9 0 549 
2173 9 0 558 
2174 9 0 567 
2175 9 0 575 
2176 9 0 583 
2177 9 0 592 
2178 9 0 601 
2179 9 0 460 
2180 9 0 455 
2181 9 0 463 
2182 9 0 347 
2183 9 0 355 
2184 9 0 364 
2185 9 0 287 
2186 9 0 296 
2187 9 0 305 
2188 9 0 314 
2189 9 0 322 
2190 9 0 329 
2191 9 0 328 
2192 9 0 336 
2193 9 0 344 
2194 9 0 352 
2195 9 0 360 
2196 9 0 368 
2197 9 0 376 
2198 9 0 378 
2199 9 0 387 
2200 9 0 396 
2201 9 0 401 
2202 9 0 409 
2203 9 0 418 
2204 9 0 423 
2205 10 0 431 
2206 10 0 439 
2207 10 0 447 
2208 10 0 455 
2209 10 0 463 
2210 10 0 471 
2211 10 0 479 
2212 10 0 487 
2213 10 0 495 
2214 10 0 502 
2215 10 0 510 
2216 10 0 518 
2217 10 0 526 
2218 9 0 534 
2219 8 0 518 
2220 8 0 526 
2221 9 0 534 
2222 9 0 541 
2223 9 0 548 
2224 9 0 555 
2225 9 0 563 
2226 9 0 571 
2227 9 0 578 
2228 9 0 585 
2229 9 0 592 
2230 9 0 599 
2231 9 0 607 
2232 9 0 615 
2233 9 0 623 
2234 9 0 629 
2235 9 0 635 
2236 9 0 641 
2237 9 0 648 
2238 9 0 655 
2239 8 0 627 
2240 8 0 634 
2241 8 0 641 
2242 8 0 587 
2243 8 0 594 
2244 8 0 600 
2245 8 0 606 
2246 8 0 614 
2247 8 0 622 
2248 8 0 630 
2249 8 0 637 
2250 8 0 644 
2251 8 0 651 
2252 8 0 658 
2253 8 0 665 
2254 8 0 672 
2255 8 0 679 
2256 9 0 687 
2257 9 0 696 
2258 9 0 603 
2259 9 0 609 
2260 9 0 616 
2261 9 0 621 
2262 9 0 628 
2263 9 0 635 
2264 9 0 642 
2265 9 0 649 
2266 9 0 657 
2267 9 0 664 
2268 9 0 588 
2269 9 0 595 
2270 9 0 599 
2271 9 0 607 
2272 9 0 615 
2273 9 0 623 
2274 9 0 631 
2275 9 0 639 
2276 9 0 647 
2277 9 0 655 
2278 9 0 664 
2279 9 0 673 
2280 9 0 681 
2281 9 0 689 
2282 9 0 697 
2283 9 0 705 
2284 9 0 713 
2285 9 0 641 
2286 9 0 650 
2287 9 0 658 
2288 9 0 666 
2289 9 0 674 
2290 9 0 682 
2291 9 0 690 
2292 9 0 698 
2293 8 0 694 
2294 8 0 669 
2295 8 0 677 
2296 8 0 685 
2297 8 0 693 
2298 9 0 701 
2299 9 0 708 
2300 9 0 717 
2301 9 0 726 
2302 9 0 735 
2303 9 0 744 
2304 9 0 753 
2305 9 0 762 
2306 9 0 771 
2307 9 0 780 
2308 9 0 789 
2309 9 0 729 
2310 9 0 737 
2311 9 0 591 
2312 9 0 599 
2313 9 0 607 
2314 9 0 615 
2315 10 0 623 
2316 10 0 626 
2317 10 0 634 
2318 10 0 640 
2319 10 0 648 
2320 12 0 656 
2321 11 0 654 
2322 11 0 662 
2323 11 0 641 
2324 11 0 649 
2325 11 0 655 
2326 11 0 663 
2327 12 0 671 
2328 12 0 679 
2329 11 0 689 
2330 11 0 699 
2331 11 0 709 
2332 11 0 719 
2333 11 0 690 
2334 10 0 699 
2335 10 0 679 
2336 10 0 688 
2337 11 0 381 
2338 11 0 390 
2339 11 0 399 
2340 11 0 392 
2341 11 0 401 
2342 12 0 410 
2343 12 0 419 
2344 12 0 429 
2345 12 0 419 
2346 11 0 422 
2347 11 0 427 
2348 11 0 436 
2349 11 0 432 
2350 11 0 441 
2351 10 0 450 
2352 10 0 452 
2353 10 0 460 
2354 10 0 468 
2355 10 0 476 
2356 10 0 484 
2357 10 0 482 
2358 10 0 490 
2359 9 0 474 
2360 9 0 451 
2361 9 0 197 
2362 9 0 204 
2363 10 0 211 
2364 10 0 106 
2365 9 0 110 
2366 9 0 117 
2367 9 0 124 
2368 9 0 131 
2369 9 0 123 
2370 9 0 130 
2371 10 0 124 
2372 9 0 129 
2373 9 0 130 
2374 9 0 137 
2375 10 0 143 
2376 9 0 36 
2377 9 0 41 
2378 10 0 47 
2379 10 0 54 
2380 10 0 61 
2381 10 0 38 
2382 10 0 45 
2383 10 0 40 
2384 9 0 35 
2385 9 0 32 
2386 9 0 39 
2387 9 0 46 
2388 9 0 36 
2389 8 0 40 
2390 8 0 37 
2391 8 0 44 
2392 8 0 51 
2393 7 0 15 
2394 8 0 20 
2395 8 0 20 
2396 8 0 26 
2397 8 0 24 
2398 10 0 28 
2399 10 0 34 
2400 10 0 32 
2401 10 0 38 
2402 10 0 30 
2403 10 0 37 
2404 11 0 44 
2405 11 0 39 
2406 9 0 41 
2407 8 0 23 
2408 8 0 30 
2409 9 0 16 
2410 9 0 23 
2411 9 0 30 
2412 9 0 30 
2413 9 0 36 
2414 9 0 33 
2415 9 0 39 
2416 9 0 32 
2417 8 0 38 
2418 8 0 44 
2419 8 0 38 
2420 8 0 44 
2421 8 0 42 
2422 8 0 48 
2423 7 0 53 
2424 7 0 47 
2425 6 0 50 
2426 6 0 48 
2427 6 0 54 
2428 6 0 19 
2429 7 0 24 
2430 7 0 30 
2431 7 0 24 
2432 7 0 30 
2433 7 0 28 
2434 7 0 34 
2435 8 0 39 
2436 8 0 32 
2437 8 0 38 
2438 9 0 34 
2439 9 0 41 
2440 9 0 38 
2441 8 0 42 
2442 9 0 48 
2443 9 0 43 
2444 9 0 49 
2445 9 0 47 
2446 9 0 53 
2447 10 0 59 
2448 9 0 36 
2449 9 0 37 
2450 9 0 38 
2451 9 0 42 
2452 10 0 35 
2453 9 0 38 
2454 10 0 43 
2455 10 0 37 
2456 9 0 39 
2457 9 0 40 
2458 9 0 45 
2459 9 0 50 
2460 8 0 34 
2461 7 0 39 
2462 7 0 38 
2463 6 0 40 
2464 6 0 39 
2465 7 0 43 
2466 7 0 48 
2467 6 0 45 
2468 6 0 50 
2469 6 0 42 
2470 6 0 47 
2471 6 0 52 
2472 6 0 48 
2473 6 0 53 
2474 6 0 54 
2475 6 0 59 
2476 6 0 61 
2477 5 0 63 
2478 5 0 67 
2479 5 0 52 
2480 5 0 56 
2481 5 0 56 
2482 5 0 60 
2483 5 0 64 
2484 5 0 62 
2485 5 0 66 
2486 5 0 9 
2487 5 0 13 
2488 5 0 12 
2489 4 0 13 
2490 4 0 16 
2491 4 0 13 
2492 4 0 16 
2493 6 0 2 
2494 6 0 7 
2495 6 0 12 
2496 6 0 5 
2497 6 0 10 
2498 6 0 9 
2499 6 0 14 
2500 6 0 9 
2501 5 0 12 
2502 5 0 17 
2503 5 0 10 
2504 5 0 15 
2505 5 0 12 
2506 5 0 17 
2507 5 0 22 
2508 5 0 0 
2509 5 0 5 
2510 5 0 2 
2511 5 0 7 
2512 5 0 4 
2513 5 0 9 
2514 6 0 14 
2515 6 0 7 
2516 6 0 13 
2517 6 0 13 
2518 6 0 15 
2519 6 0 19 
2520 6 0 16 
2521 6 0 19 
2522 6 0 18 
2523 6 0 21 
2524 6 0 20 
2525 6 0 23 
2526 6 0 26 
2527 6 0 23 
2528 6 0 26 
2529 5 0 24 
2530 4 0 25 
2531 4 0 24 
2532 4 0 27 
2533 3 0 29 
2534 3 0 26 
2535 3 0 29 
2536 3 0 0 
2537 3 0 3 
2538 3 0 6 
2539 3 0 0 
2540 3 0 3 
2541 3 0 0 
2542 3 0 3 
2543 3 0 3 
2544 3 0 3 
2545 3 0 5 
2546 3 0 2 
2547 3 0 4 
2548 3 0 5 
2549 3 0 4 
2550 3 0 5 
2551 3 0 4 
2552 3 0 5 
2553 3 0 4 
2554 3 0 5 
2555 3 0 4 
2556 2 0 3 
2557 2 0 4 
2558 2 0 2 
2559 2 0 3 
2560 2 0 2 
2561 1 0 1 
2562 1 0 2 
2563 1 0 0 
2564 1 0 1 
2565 1 0 0 
2566 1 0 1 
2567 1 0 0 
2568 1 0 1 
2569 1 0 2 
2570 1 0 0 
2571 1 0 1 
2572 1 0 0 
2573 1 0 1 
2574 1 0 2 
2575 1 0 0 
2576 1 0 1 
2585 1 0 1 
2586 1 0 1 
2596 1 0 1 
2597 1 0 1 
2598 2 0 1 
2599 2 0 2 
2600 2 0 3 
2601 2 0 4 
2602 2 0 5 
2608 2 0 5 
2609 2 0 5 
2610 3 0 5 
2613 2 0 4 
2614 2 0 5 
2615 2 0 6 
2616 2 0 7 
2617 2 0 8 
2618 2 0 9 
2619 2 0 10 
2620 2 0 4 
2621 2 0 5 
2622 2 0 6 
2623 1 0 0 
2624 1 0 1 
2625 1 0 0 
2626 1 0 1 
2627 1 0 2 
2628 1 0 3 
2629 1 0 4 
2630 1 0 0 
2631 1 0 1 
2632 1 0 0 
2633 1 0 1 
2634 1 0 2 
2635 1 0 0 
2636 1 0 1 
2637 1 0 2 
2638 1 0 3 
2639 1 0 0 
2640 1 0 1 
2641 1 0 2 
2642 1 0 0 
2643 1 0 1 
2644 1 0 0 
2645 1 0 1 
2646 1 0 0 
2647 1 0 1 
2648 1 0 2 
2649 1 0 0 
2650 1 0 1 
2651 1 0 0 
2652 1 0 1 
2653 1 0 2 
2654 1 0 0 
2655 1 0 1 
2656 1 0 0 
2657 1 0 1 
2658 1 0 0 
2659 1 0 1 
2660 1 0 2 
2661 1 0 0 
2662 1 0 1 
2663 1 0 0 
2664 1 0 1 
2665 1 0 2 
2666 1 0 0 
2667 1 0 1 
2668 1 0 0 
2669 1 0 1 
2671 1 0 1 
2672 1 0 1 
2673 2 0 1 
2674 2 0 2 
2675 2 0 1 
2676 2 0 2 
2677 2 0 3 
2678 2 0 1 
2679 2 0 2 
2680 2 1 1 
2681 2 1 3 
2682 2 1 4 
2683 1 1 2 
2684 1 1 3 
2685 1 1 2 
2686 1 1 3 
2687 2 1 2 
2688 2 1 4 
2689 2 1 6 
2690 2 1 2 
2691 2 1 4 
2692 2 1 5 
2693 2 1 6 
2694 2 1 4 
2695 2 1 5 
2696 1 1 4 
2697 1 1 2 
2698 1 1 3 
2699 1 2 4 
2700 1 2 6 
2701 1 2 8 
2702 1 2 7 
2703 1 2 9 
2704 1 2 9 
2705 1 2 11 
2706 1 1 10 
2707 1 1 11 
2708 1 1 12 
2709 1 1 13 
2710 1 1 14 
2711 1 2 15 
2712 1 2 17 
2713 1 2 19 
2714 1 2 18 
2715 1 2 20 
2716 1 2 20 
2717 1 2 22 
2718 1 1 22 
2719 1 1 23 
2720 1 1 24 
2721 1 1 25 
2722 1 1 26 
2723 1 1 27 
2724 1 1 28 
2725 1 1 29 
2726 1 1 30 
2727 1 1 31 
2728 1 2 32 
2729 1 2 34 
2730 1 2 35 
2731 1 1 35 
2732 1 1 36 
2733 1 1 37 
2734 1 1 38 
2735 1 1 39 
2736 1 1 40 
2737 1 1 41 
2738 1 1 42 
2739 1 1 43 
2740 1 1 44 
2741 1 1 45 
2742 1 1 46 
2743 1 0 46 
2744 1 0 47 
2745 1 0 48 
2746 1 0 49 
2747 1 0 50 
2748 1 0 51 
2749 1 0 52 
2750 1 0 53 
2751 1 0 54 
2752 1 0 55 
2753 1 0 56 
2754 1 0 57 
2755 1 0 58 
2756 1 0 59 
2757 1 0 60 
2758 1 0 61 
2759 1 0 62 
2760 1 0 63 
2761 1 0 64 
2762 1 0 65 
2763 1 0 66 
2764 1 0 67 
2765 1 0 68 
2766 1 0 69 
2767 1 0 70 
2768 1 0 71 
2769 1 0 72 
2770 1 0 73 
2771 1 0 74 
2772 1 0 75 
2773 1 0 76 
2774 1 0 77 
2775 1 1 78 
2776 1 1 80 
2777 1 1 81 
2778 1 1 82 
2779 1 1 83 
2780 1 2 84 
2781 1 2 86 
2782 1 2 87 
2783 1 2 88 
2784 1 2 89 
2785 1 2 89 
2786 1 2 91 
2787 1 2 93 
2788 1 2 92 
2789 1 2 94 
2790 1 2 94 
2791 1 2 96 
2792 1 2 98 
2793 1 2 97 
2794 1 1 98 
2795 1 1 98 
2796 1 1 100 
2797 1 1 100 
2798 1 1 102 
2799 1 1 104 
2800 1 1 103 
2801 1 1 105 
2802 1 1 105 
2803 1 1 107 
2804 1 1 109 
2805 1 1 108 
2806 1 1 110 
2807 1 1 110 
2808 1 1 112 
2809 1 1 112 
2810 1 1 114 
2811 1 1 116 
2812 1 1 115 
2813 1 1 117 
2814 1 1 117 
2815 1 1 119 
2816 1 1 121 
2817 1 1 120 
2818 1 1 122 
2819 1 1 122 
2820 1 1 124 
2821 1 1 126 
2822 1 1 128 
2823 1 1 130 
2824 1 1 127 
2825 1 1 129 
2826 1 1 129 
2827 1 1 131 
2828 1 1 133 
2829 1 1 135 
2830 1 1 137 
2831 1 1 134 
2832 1 1 136 
2833 1 1 138 
2834 1 1 140 
2835 1 1 142 
2836 1 1 139 
2837 1 1 141 
2838 1 1 143 
2839 1 1 145 
2840 1 1 146 
2841 1 1 144 
2842 1 1 146 
2843 1 1 148 
2844 1 1 150 
2845 1 1 152 
2846 1 1 154 
2847 1 1 156 
2848 1 1 157 
2849 1 1 158 
2850 1 1 153 
2851 1 1 154 
2852 1 1 155 
2853 1 1 156 
2854 1 1 157 
2855 1 1 158 
2856 1 1 159 
2857 1 1 160 
2858 1 1 161 
2859 1 1 162 
2860 1 1 163 
2861 1 1 164 
2862 1 1 165 
2863 1 0 166 
2864 1 0 167 
2865 1 0 168 
2866 1 0 169 
2867 1 0 170 
2868 1 0 171 
2869 1 0 172 
2870 1 0 173 
2871 1 0 174 
2872 1 0 175 
2873 1 0 176 
2874 1 0 177 
2875 1 0 178 
2876 1 0 179 
2877 1 0 180 
2878 1 0 181 
2879 1 0 182 
2880 1 0 183 
2881 1 0 184 
2882 1 0 185 
2883 1 0 186 
2884 1 0 187 
2885 1 0 188 
2886 1 0 189 
2887 1 0 190 
2888 1 0 191 
2889 1 0 192 
2890 1 0 193 
2893 1 0 194 
2894 1 0 195 
2895 1 0 196 
2896 1 0 197 
2897 1 0 198 
2898 1 0 199 
2899 1 0 200 
2900 1 0 201 
2901 1 0 202 
2902 1 0 203 
2903 1 0 204 
2904 1 0 205 
2905 1 0 206 
2906 1 0 207 
2907 1 0 208 
2908 1 0 209 
2909 1 0 210 
2910 1 0 211 
2911 1 0 212 
2912 1 0 213 
2913 1 0 214 
2914 1 0 215 
2915 1 0 216 
2916 1 0 217 
2917 1 0 218 
2918 1 0 219 
2919 1 0 220 
2920 1 0 221 
2921 1 0 222 
2922 1 0 223 
2923 1 0 224 
2924 1 0 225 
2925 1 0 226 
2926 1 0 227 
2927 1 0 228 
2928 1 0 229 
2929 1 0 230 
2930 1 0 231 
2931 1 0 232 
2932 1 0 233 
2933 1 0 234 
2934 1 0 235 
2935 1 0 236 
2936 1 0 237 
2937 1 0 238 
2938 1 0 239 
2940 1 0 240 
2941 1 0 241 
2942 1 0 242 
2943 1 0 243 
2944 1 0 244 
2945 1 0 245 
2946 1 0 246 
2947 1 0 246 
2948 1 0 247 
2949 1 0 248 
2950 1 0 249 
2951 1 0 250 
2952 1 0 251 
2953 1 0 252 
2954 1 0 253 
2955 1 0 254 
2956 1 0 255 
2957 1 0 256 
2958 1 0 257 
2959 1 0 258 
2960 1 0 259 
2961 1 0 260 
2962 1 0 261 
2963 1 0 262 
2964 1 0 263 
2965 1 0 264 
2966 1 0 265 
2967 1 0 266 
2968 1 0 267 
2969 1 0 268 
2970 2 0 269 
2971 2 0 271 
2972 2 0 273 
2973 2 0 275 
2974 2 0 277 
2975 2 0 279 
2976 2 0 281 
2977 2 0 283 
2978 2 0 285 
2979 2 0 287 
2980 2 0 289 
2981 2 0 291 
2982 2 0 293 
2983 2 0 295 
2984 2 0 296 
2985 2 0 297 
2986 2 0 298 
2987 2 0 299 
2988 2 0 300 
2989 2 0 288 
2990 2 0 290 
2991 2 0 292 
2992 2 0 294 
2993 2 0 296 
2994 2 0 298 
2995 2 0 300 
2996 2 0 302 
2997 2 0 304 
2998 2 0 306 
2999 2 0 308 
3000 2 0 310 
3001 2 0 312 
3002 2 0 314 
3003 2 0 316 
3004 2 0 318 
3005 2 0 320 
3006 2 0 322 
3007 2 0 324 
3008 2 0 326 
3009 2 0 328 
3010 2 0 330 
3011 2 0 332 
3012 2 0 334 
3013 2 0 336 
3014 2 0 338 
3015 2 0 339 
3016 2 0 340 
3017 2 0 341 
3018 2 0 343 
3019 2 0 345 
3020 2 0 347 
3021 2 0 349 
