Comuna Nombre;Ubicacion Contador;Codigo Contador;Arco;Dato Tipo;Fecha;HMS Conteo;Flujo;ID Dato;Fecha Proyeccion;Flujo Proyeccion
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;12:45:00;129;7.479.152,00000000000000;15-06-2022 12:45:00;129
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;12:45:00;311;7.479.052,00000000000000;15-06-2022 12:45:00;311
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;12:30:00;131;7.479.151,00000000000000;15-06-2022 12:30:00;131
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;12:30:00;317;7.479.051,00000000000000;15-06-2022 12:30:00;317
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;12:15:00;156;7.479.150,00000000000000;15-06-2022 12:15:00;156
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;12:15:00;263;7.479.050,00000000000000;15-06-2022 12:15:00;263
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;12:00:00;137;7.479.149,00000000000000;15-06-2022 12:00:00;137
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;12:00:00;292;7.479.049,00000000000000;15-06-2022 12:00:00;292
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;11:45:00;143;7.479.148,00000000000000;15-06-2022 11:45:00;143
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;11:45:00;287;7.479.048,00000000000000;15-06-2022 11:45:00;287
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;11:30:00;115;7.479.147,00000000000000;15-06-2022 11:30:00;115
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;11:30:00;310;7.479.047,00000000000000;15-06-2022 11:30:00;310
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;11:15:00;100;7.479.146,00000000000000;15-06-2022 11:15:00;100
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;11:15:00;338;7.479.046,00000000000000;15-06-2022 11:15:00;338
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;11:00:00;84;7.479.145,00000000000000;15-06-2022 11:00:00;84
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;11:00:00;340;7.479.045,00000000000000;15-06-2022 11:00:00;340
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;10:45:00;125;7.479.144,00000000000000;15-06-2022 10:45:00;125
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;10:45:00;383;7.479.044,00000000000000;15-06-2022 10:45:00;383
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;10:30:00;127;7.479.143,00000000000000;15-06-2022 10:30:00;127
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;10:30:00;339;7.479.043,00000000000000;15-06-2022 10:30:00;339
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;10:15:00;146;7.479.142,00000000000000;15-06-2022 10:15:00;146
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;10:15:00;290;7.479.042,00000000000000;15-06-2022 10:15:00;290
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;10:00:00;114;7.479.141,00000000000000;15-06-2022 10:00:00;114
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;10:00:00;401;7.479.041,00000000000000;15-06-2022 10:00:00;401
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;09:45:00;98;7.479.140,00000000000000;15-06-2022 09:45:00;98
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;09:45:00;349;7.479.040,00000000000000;15-06-2022 09:45:00;349
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;09:30:00;146;7.479.139,00000000000000;15-06-2022 09:30:00;146
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;09:30:00;296;7.479.039,00000000000000;15-06-2022 09:30:00;296
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;09:15:00;95;7.479.138,00000000000000;15-06-2022 09:15:00;95
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;09:15:00;324;7.479.038,00000000000000;15-06-2022 09:15:00;324
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;09:00:00;130;7.479.137,00000000000000;15-06-2022 09:00:00;130
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;09:00:00;284;7.479.037,00000000000000;15-06-2022 09:00:00;284
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;08:45:00;113;7.479.136,00000000000000;15-06-2022 08:45:00;113
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;08:45:00;387;7.479.036,00000000000000;15-06-2022 08:45:00;387
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;08:30:00;116;7.479.135,00000000000000;15-06-2022 08:30:00;116
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;08:30:00;366;7.479.035,00000000000000;15-06-2022 08:30:00;366
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;08:15:00;116;7.479.134,00000000000000;15-06-2022 08:15:00;116
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;08:15:00;413;7.479.034,00000000000000;15-06-2022 08:15:00;413
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;08:00:00;129;7.479.133,00000000000000;15-06-2022 08:00:00;129
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;08:00:00;457;7.479.033,00000000000000;15-06-2022 08:00:00;457
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;07:45:00;126;7.479.132,00000000000000;15-06-2022 07:45:00;126
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;07:45:00;389;7.479.032,00000000000000;15-06-2022 07:45:00;389
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;07:30:00;133;7.479.131,00000000000000;15-06-2022 07:30:00;133
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;07:30:00;389;7.479.031,00000000000000;15-06-2022 07:30:00;389
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;07:15:00;152;7.479.130,00000000000000;15-06-2022 07:15:00;152
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;07:15:00;324;7.479.030,00000000000000;15-06-2022 07:15:00;324
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;07:00:00;113;7.479.129,00000000000000;15-06-2022 07:00:00;113
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;07:00:00;276;7.479.029,00000000000000;15-06-2022 07:00:00;276
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;06:45:00;90;7.479.128,00000000000000;15-06-2022 06:45:00;90
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;06:45:00;220;7.479.028,00000000000000;15-06-2022 06:45:00;220
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;06:30:00;70;7.479.127,00000000000000;15-06-2022 06:30:00;70
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;06:30:00;152;7.479.027,00000000000000;15-06-2022 06:30:00;152
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;06:15:00;54;7.479.126,00000000000000;15-06-2022 06:15:00;54
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;06:15:00;124;7.479.026,00000000000000;15-06-2022 06:15:00;124
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;06:00:00;44;7.479.125,00000000000000;15-06-2022 06:00:00;44
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;06:00:00;96;7.479.025,00000000000000;15-06-2022 06:00:00;96
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;05:45:00;34;7.479.124,00000000000000;15-06-2022 05:45:00;34
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;05:45:00;87;7.479.024,00000000000000;15-06-2022 05:45:00;87
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;05:30:00;36;7.479.123,00000000000000;15-06-2022 05:30:00;36
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;05:30:00;52;7.479.023,00000000000000;15-06-2022 05:30:00;52
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;05:15:00;28;7.479.122,00000000000000;15-06-2022 05:15:00;28
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;05:15:00;38;7.479.022,00000000000000;15-06-2022 05:15:00;38
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;05:00:00;8;7.479.121,00000000000000;15-06-2022 05:00:00;8
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;05:00:00;31;7.479.021,00000000000000;15-06-2022 05:00:00;31
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;04:45:00;13;7.479.120,00000000000000;15-06-2022 04:45:00;13
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;04:45:00;19;7.479.020,00000000000000;15-06-2022 04:45:00;19
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;04:30:00;8;7.479.119,00000000000000;15-06-2022 04:30:00;8
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;04:30:00;26;7.479.019,00000000000000;15-06-2022 04:30:00;26
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;04:15:00;8;7.479.118,00000000000000;15-06-2022 04:15:00;8
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;04:15:00;13;7.479.018,00000000000000;15-06-2022 04:15:00;13
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;04:00:00;9;7.479.117,00000000000000;15-06-2022 04:00:00;9
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;04:00:00;11;7.479.017,00000000000000;15-06-2022 04:00:00;11
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;03:45:00;3;7.479.116,00000000000000;15-06-2022 03:45:00;3
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;03:45:00;21;7.479.016,00000000000000;15-06-2022 03:45:00;21
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;03:30:00;2;7.479.115,00000000000000;15-06-2022 03:30:00;2
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;03:30:00;13;7.479.015,00000000000000;15-06-2022 03:30:00;13
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;03:15:00;3;7.479.114,00000000000000;15-06-2022 03:15:00;3
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;03:15:00;15;7.479.014,00000000000000;15-06-2022 03:15:00;15
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;03:00:00;2;7.479.113,00000000000000;15-06-2022 03:00:00;2
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;03:00:00;20;7.479.013,00000000000000;15-06-2022 03:00:00;20
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;02:45:00;3;7.479.112,00000000000000;15-06-2022 02:45:00;3
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;02:45:00;14;7.479.012,00000000000000;15-06-2022 02:45:00;14
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;02:30:00;7;7.479.111,00000000000000;15-06-2022 02:30:00;7
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;02:30:00;18;7.479.011,00000000000000;15-06-2022 02:30:00;18
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;02:15:00;1;7.479.110,00000000000000;15-06-2022 02:15:00;1
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;02:15:00;20;7.479.010,00000000000000;15-06-2022 02:15:00;20
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;02:00:00;2;7.479.109,00000000000000;15-06-2022 02:00:00;2
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;02:00:00;23;7.479.009,00000000000000;15-06-2022 02:00:00;23
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;01:45:00;8;7.479.108,00000000000000;15-06-2022 01:45:00;8
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;01:45:00;14;7.479.008,00000000000000;15-06-2022 01:45:00;14
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;01:30:00;8;7.479.107,00000000000000;15-06-2022 01:30:00;8
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;01:30:00;28;7.479.007,00000000000000;15-06-2022 01:30:00;28
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;01:15:00;6;7.479.106,00000000000000;15-06-2022 01:15:00;6
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;01:15:00;46;7.479.006,00000000000000;15-06-2022 01:15:00;46
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;01:00:00;18;7.479.105,00000000000000;15-06-2022 01:00:00;18
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;01:00:00;48;7.479.005,00000000000000;15-06-2022 01:00:00;48
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;00:45:00;16;7.479.104,00000000000000;15-06-2022 00:45:00;16
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;00:45:00;63;7.479.004,00000000000000;15-06-2022 00:45:00;63
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;00:30:00;15;7.479.103,00000000000000;15-06-2022 00:30:00;15
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;00:30:00;53;7.479.003,00000000000000;15-06-2022 00:30:00;53
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;00:15:00;25;7.479.102,00000000000000;15-06-2022 00:15:00;25
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;00:15:00;75;7.479.002,00000000000000;15-06-2022 00:15:00;75
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mie.22-06-2022;00:00:00;21;7.479.101,00000000000000;15-06-2022 00:00:00;21
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mie.22-06-2022;00:00:00;82;7.479.001,00000000000000;15-06-2022 00:00:00;82
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;23:00:00;47;7.466.393,00000000000000;14-06-2022 23:00:00;47
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;23:00:00;129;7.466.293,00000000000000;14-06-2022 23:00:00;129
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;22:45:00;36;7.466.392,00000000000000;14-06-2022 22:45:00;36
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;22:45:00;141;7.466.292,00000000000000;14-06-2022 22:45:00;141
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;22:30:00;52;7.466.391,00000000000000;14-06-2022 22:30:00;52
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;22:30:00;175;7.466.291,00000000000000;14-06-2022 22:30:00;175
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;22:15:00;58;7.466.390,00000000000000;14-06-2022 22:15:00;58
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;22:15:00;177;7.466.290,00000000000000;14-06-2022 22:15:00;177
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;22:00:00;73;7.466.389,00000000000000;14-06-2022 22:00:00;73
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;22:00:00;158;7.466.289,00000000000000;14-06-2022 22:00:00;158
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;21:45:00;72;7.466.388,00000000000000;14-06-2022 21:45:00;72
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;21:45:00;203;7.466.288,00000000000000;14-06-2022 21:45:00;203
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;21:30:00;74;7.466.387,00000000000000;14-06-2022 21:30:00;74
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;21:30:00;251;7.466.287,00000000000000;14-06-2022 21:30:00;251
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;21:15:00;72;7.466.386,00000000000000;14-06-2022 21:15:00;72
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;21:15:00;205;7.466.286,00000000000000;14-06-2022 21:15:00;205
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;21:00:00;79;7.466.385,00000000000000;14-06-2022 21:00:00;79
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;21:00:00;215;7.466.285,00000000000000;14-06-2022 21:00:00;215
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;20:45:00;96;7.466.384,00000000000000;14-06-2022 20:45:00;96
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;20:45:00;225;7.466.284,00000000000000;14-06-2022 20:45:00;225
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;20:30:00;81;7.466.383,00000000000000;14-06-2022 20:30:00;81
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;20:30:00;254;7.466.283,00000000000000;14-06-2022 20:30:00;254
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;20:15:00;89;7.466.382,00000000000000;14-06-2022 20:15:00;89
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;20:15:00;278;7.466.282,00000000000000;14-06-2022 20:15:00;278
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;20:00:00;94;7.466.381,00000000000000;14-06-2022 20:00:00;94
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;20:00:00;277;7.466.281,00000000000000;14-06-2022 20:00:00;277
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;19:45:00;95;7.466.380,00000000000000;14-06-2022 19:45:00;95
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;19:45:00;261;7.466.280,00000000000000;14-06-2022 19:45:00;261
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;19:30:00;106;7.466.379,00000000000000;14-06-2022 19:30:00;106
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;19:30:00;272;7.466.279,00000000000000;14-06-2022 19:30:00;272
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;19:15:00;87;7.466.378,00000000000000;14-06-2022 19:15:00;87
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;19:15:00;266;7.466.278,00000000000000;14-06-2022 19:15:00;266
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;19:00:00;110;7.466.377,00000000000000;14-06-2022 19:00:00;110
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;19:00:00;253;7.466.277,00000000000000;14-06-2022 19:00:00;253
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;18:45:00;110;7.466.376,00000000000000;14-06-2022 18:45:00;110
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;18:45:00;259;7.466.276,00000000000000;14-06-2022 18:45:00;259
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;18:30:00;92;7.466.375,00000000000000;14-06-2022 18:30:00;92
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;18:30:00;289;7.466.275,00000000000000;14-06-2022 18:30:00;289
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;18:15:00;98;7.466.374,00000000000000;14-06-2022 18:15:00;98
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;18:15:00;277;7.466.274,00000000000000;14-06-2022 18:15:00;277
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;18:00:00;107;7.466.373,00000000000000;14-06-2022 18:00:00;107
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;18:00:00;279;7.466.273,00000000000000;14-06-2022 18:00:00;279
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;17:45:00;97;7.466.372,00000000000000;14-06-2022 17:45:00;97
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;17:45:00;262;7.466.272,00000000000000;14-06-2022 17:45:00;262
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;17:30:00;91;7.466.371,00000000000000;14-06-2022 17:30:00;91
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;17:30:00;252;7.466.271,00000000000000;14-06-2022 17:30:00;252
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;17:15:00;98;7.466.370,00000000000000;14-06-2022 17:15:00;98
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;17:15:00;245;7.466.270,00000000000000;14-06-2022 17:15:00;245
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;17:00:00;83;7.466.369,00000000000000;14-06-2022 17:00:00;83
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;17:00:00;255;7.466.269,00000000000000;14-06-2022 17:00:00;255
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;16:45:00;100;7.466.368,00000000000000;14-06-2022 16:45:00;100
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;16:45:00;265;7.466.268,00000000000000;14-06-2022 16:45:00;265
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;16:30:00;91;7.466.367,00000000000000;14-06-2022 16:30:00;91
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;16:30:00;231;7.466.267,00000000000000;14-06-2022 16:30:00;231
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;16:15:00;160;7.466.366,00000000000000;14-06-2022 16:15:00;160
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;16:15:00;234;7.466.266,00000000000000;14-06-2022 16:15:00;234
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;16:00:00;113;7.466.365,00000000000000;14-06-2022 16:00:00;113
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;16:00:00;236;7.466.265,00000000000000;14-06-2022 16:00:00;236
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;15:45:00;98;7.466.364,00000000000000;14-06-2022 15:45:00;98
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;15:45:00;202;7.466.264,00000000000000;14-06-2022 15:45:00;202
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;15:30:00;86;7.466.363,00000000000000;14-06-2022 15:30:00;86
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;15:30:00;222;7.466.263,00000000000000;14-06-2022 15:30:00;222
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;15:15:00;100;7.466.362,00000000000000;14-06-2022 15:15:00;100
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;15:15:00;223;7.466.262,00000000000000;14-06-2022 15:15:00;223
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;15:00:00;97;7.466.361,00000000000000;14-06-2022 15:00:00;97
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;15:00:00;225;7.466.261,00000000000000;14-06-2022 15:00:00;225
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;14:45:00;70;7.466.360,00000000000000;14-06-2022 14:45:00;70
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;14:45:00;205;7.466.260,00000000000000;14-06-2022 14:45:00;205
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;14:30:00;110;7.466.359,00000000000000;14-06-2022 14:30:00;110
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;14:30:00;228;7.466.259,00000000000000;14-06-2022 14:30:00;228
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;14:15:00;102;7.466.358,00000000000000;14-06-2022 14:15:00;102
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;14:15:00;242;7.466.258,00000000000000;14-06-2022 14:15:00;242
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;14:00:00;96;7.466.357,00000000000000;14-06-2022 14:00:00;96
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;14:00:00;247;7.466.257,00000000000000;14-06-2022 14:00:00;247
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;13:45:00;50;7.466.356,00000000000000;14-06-2022 13:45:00;50
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;13:45:00;233;7.466.256,00000000000000;14-06-2022 13:45:00;233
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;13:30:00;74;7.466.355,00000000000000;14-06-2022 13:30:00;74
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Mar.21-06-2022;13:30:00;253;7.466.255,00000000000000;14-06-2022 13:30:00;253
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Mar.21-06-2022;13:15:00;113;7.466.354,00000000000000;14-06-2022 13:15:00;113
