Comuna Nombre;Ubicacion Contador;Codigo Contador;Arco;Dato Tipo;Fecha;HMS Conteo;Flujo;ID Dato;Fecha Proyeccion;Flujo Proyeccion
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;23:00:00;71;7.581.593,00000000000000;23-06-2022 23:00:00;71
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;23:00:00;258;7.581.493,00000000000000;23-06-2022 23:00:00;258
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;22:45:00;63;7.581.592,00000000000000;23-06-2022 22:45:00;63
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;22:45:00;265;7.581.492,00000000000000;23-06-2022 22:45:00;265
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;22:30:00;72;7.581.591,00000000000000;23-06-2022 22:30:00;72
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;22:30:00;286;7.581.491,00000000000000;23-06-2022 22:30:00;286
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;22:15:00;115;7.581.590,00000000000000;23-06-2022 22:15:00;115
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;22:15:00;264;7.581.490,00000000000000;23-06-2022 22:15:00;264
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;22:00:00;116;7.581.589,00000000000000;23-06-2022 22:00:00;116
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;22:00:00;280;7.581.489,00000000000000;23-06-2022 22:00:00;280
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;21:45:00;76;7.581.588,00000000000000;23-06-2022 21:45:00;76
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;21:45:00;295;7.581.488,00000000000000;23-06-2022 21:45:00;295
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;21:30:00;111;7.581.587,00000000000000;23-06-2022 21:30:00;111
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;21:30:00;297;7.581.487,00000000000000;23-06-2022 21:30:00;297
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;21:15:00;122;7.581.586,00000000000000;23-06-2022 21:15:00;122
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;21:15:00;346;7.581.486,00000000000000;23-06-2022 21:15:00;346
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;21:00:00;107;7.581.585,00000000000000;23-06-2022 21:00:00;107
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;21:00:00;357;7.581.485,00000000000000;23-06-2022 21:00:00;357
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;20:45:00;125;7.581.584,00000000000000;23-06-2022 20:45:00;125
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;20:45:00;324;7.581.484,00000000000000;23-06-2022 20:45:00;324
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;20:30:00;131;7.581.583,00000000000000;23-06-2022 20:30:00;131
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;20:30:00;392;7.581.483,00000000000000;23-06-2022 20:30:00;392
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;20:15:00;156;7.581.582,00000000000000;23-06-2022 20:15:00;156
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;20:15:00;353;7.581.482,00000000000000;23-06-2022 20:15:00;353
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;20:00:00;121;7.581.581,00000000000000;23-06-2022 20:00:00;121
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;20:00:00;379;7.581.481,00000000000000;23-06-2022 20:00:00;379
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;19:45:00;147;7.581.580,00000000000000;23-06-2022 19:45:00;147
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;19:45:00;388;7.581.480,00000000000000;23-06-2022 19:45:00;388
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;19:30:00;157;7.581.579,00000000000000;23-06-2022 19:30:00;157
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;19:30:00;398;7.581.479,00000000000000;23-06-2022 19:30:00;398
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;19:15:00;193;7.581.578,00000000000000;23-06-2022 19:15:00;193
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;19:15:00;361;7.581.478,00000000000000;23-06-2022 19:15:00;361
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;19:00:00;166;7.581.577,00000000000000;23-06-2022 19:00:00;166
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;19:00:00;391;7.581.477,00000000000000;23-06-2022 19:00:00;391
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;18:45:00;153;7.581.576,00000000000000;23-06-2022 18:45:00;153
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;18:45:00;387;7.581.476,00000000000000;23-06-2022 18:45:00;387
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;18:30:00;185;7.581.575,00000000000000;23-06-2022 18:30:00;185
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;18:30:00;367;7.581.475,00000000000000;23-06-2022 18:30:00;367
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;18:15:00;153;7.581.574,00000000000000;23-06-2022 18:15:00;153
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;18:15:00;404;7.581.474,00000000000000;23-06-2022 18:15:00;404
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;18:00:00;172;7.581.573,00000000000000;23-06-2022 18:00:00;172
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;18:00:00;356;7.581.473,00000000000000;23-06-2022 18:00:00;356
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;17:45:00;157;7.581.572,00000000000000;23-06-2022 17:45:00;157
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;17:45:00;314;7.581.472,00000000000000;23-06-2022 17:45:00;314
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;17:30:00;141;7.581.571,00000000000000;23-06-2022 17:30:00;141
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;17:30:00;369;7.581.471,00000000000000;23-06-2022 17:30:00;369
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;17:15:00;174;7.581.570,00000000000000;23-06-2022 17:15:00;174
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;17:15:00;386;7.581.470,00000000000000;23-06-2022 17:15:00;386
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;17:00:00;191;7.581.569,00000000000000;23-06-2022 17:00:00;191
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;17:00:00;386;7.581.469,00000000000000;23-06-2022 17:00:00;386
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;16:45:00;162;7.581.568,00000000000000;23-06-2022 16:45:00;162
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;16:45:00;356;7.581.468,00000000000000;23-06-2022 16:45:00;356
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;16:30:00;174;7.581.567,00000000000000;23-06-2022 16:30:00;174
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;16:30:00;386;7.581.467,00000000000000;23-06-2022 16:30:00;386
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;16:15:00;131;7.581.566,00000000000000;23-06-2022 16:15:00;131
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;16:15:00;328;7.581.466,00000000000000;23-06-2022 16:15:00;328
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;16:00:00;119;7.581.565,00000000000000;23-06-2022 16:00:00;119
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;16:00:00;293;7.581.465,00000000000000;23-06-2022 16:00:00;293
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;15:45:00;154;7.581.564,00000000000000;23-06-2022 15:45:00;154
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;15:45:00;333;7.581.464,00000000000000;23-06-2022 15:45:00;333
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;15:30:00;159;7.581.563,00000000000000;23-06-2022 15:30:00;159
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;15:30:00;392;7.581.463,00000000000000;23-06-2022 15:30:00;392
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;15:15:00;114;7.581.562,00000000000000;23-06-2022 15:15:00;114
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;15:15:00;357;7.581.462,00000000000000;23-06-2022 15:15:00;357
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;15:00:00;127;7.581.561,00000000000000;23-06-2022 15:00:00;127
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;15:00:00;338;7.581.461,00000000000000;23-06-2022 15:00:00;338
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;14:45:00;124;7.581.560,00000000000000;23-06-2022 14:45:00;124
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;14:45:00;359;7.581.460,00000000000000;23-06-2022 14:45:00;359
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;14:30:00;167;7.581.559,00000000000000;23-06-2022 14:30:00;167
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;14:30:00;343;7.581.459,00000000000000;23-06-2022 14:30:00;343
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;14:15:00;144;7.581.558,00000000000000;23-06-2022 14:15:00;144
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;14:15:00;342;7.581.458,00000000000000;23-06-2022 14:15:00;342
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;14:00:00;120;7.581.557,00000000000000;23-06-2022 14:00:00;120
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;14:00:00;328;7.581.457,00000000000000;23-06-2022 14:00:00;328
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;13:45:00;140;7.581.556,00000000000000;23-06-2022 13:45:00;140
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;13:45:00;361;7.581.456,00000000000000;23-06-2022 13:45:00;361
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;13:30:00;107;7.581.555,00000000000000;23-06-2022 13:30:00;107
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;13:30:00;358;7.581.455,00000000000000;23-06-2022 13:30:00;358
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;13:15:00;107;7.581.554,00000000000000;23-06-2022 13:15:00;107
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;13:15:00;362;7.581.454,00000000000000;23-06-2022 13:15:00;362
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;13:00:00;116;7.581.553,00000000000000;23-06-2022 13:00:00;116
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;13:00:00;348;7.581.453,00000000000000;23-06-2022 13:00:00;348
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;12:45:00;136;7.581.552,00000000000000;23-06-2022 12:45:00;136
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;12:45:00;363;7.581.452,00000000000000;23-06-2022 12:45:00;363
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;12:30:00;105;7.581.551,00000000000000;23-06-2022 12:30:00;105
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;12:30:00;380;7.581.451,00000000000000;23-06-2022 12:30:00;380
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;12:15:00;143;7.581.550,00000000000000;23-06-2022 12:15:00;143
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;12:15:00;353;7.581.450,00000000000000;23-06-2022 12:15:00;353
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;12:00:00;127;7.581.549,00000000000000;23-06-2022 12:00:00;127
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;12:00:00;335;7.581.449,00000000000000;23-06-2022 12:00:00;335
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;11:45:00;134;7.581.548,00000000000000;23-06-2022 11:45:00;134
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;11:45:00;336;7.581.448,00000000000000;23-06-2022 11:45:00;336
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;11:30:00;154;7.581.547,00000000000000;23-06-2022 11:30:00;154
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;11:30:00;312;7.581.447,00000000000000;23-06-2022 11:30:00;312
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;11:15:00;108;7.581.546,00000000000000;23-06-2022 11:15:00;108
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;11:15:00;332;7.581.446,00000000000000;23-06-2022 11:15:00;332
Estacion Central;RADAL-ECUADOR;D008274;N008271L;C;Jue.30-06-2022;11:00:00;74;7.581.545,00000000000000;23-06-2022 11:00:00;79
Estacion Central;ECUADOR-RADAL;D008271;N008271E;C;Jue.30-06-2022;11:00:00;203;7.581.445,00000000000000;23-06-2022 11:00:00;263
Estacion Central;RADAL-ECUADOR;D008274;N008271L;P;Jue.30-06-2022;10:45:00;74;7.581.544,00000000000000;23-06-2022 10:45:00;81
Estacion Central;ECUADOR-RADAL;D008271;N008271E;P;Jue.30-06-2022;10:45:00;357;7.581.444,00000000000000;23-06-2022 10:45:00;278
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;10:30:00;60;7.581.543,00000000000000;23-06-2022 10:30:00;60
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;10:30:00;374;7.581.443,00000000000000;23-06-2022 10:30:00;374
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;10:15:00;113;7.581.542,00000000000000;23-06-2022 10:15:00;113
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;10:15:00;430;7.581.442,00000000000000;23-06-2022 10:15:00;430
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;10:00:00;133;7.581.541,00000000000000;23-06-2022 10:00:00;133
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;10:00:00;382;7.581.441,00000000000000;23-06-2022 10:00:00;382
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;09:45:00;91;7.581.540,00000000000000;23-06-2022 09:45:00;91
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;09:45:00;382;7.581.440,00000000000000;23-06-2022 09:45:00;382
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;09:30:00;100;7.581.539,00000000000000;23-06-2022 09:30:00;100
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;09:30:00;286;7.581.439,00000000000000;23-06-2022 09:30:00;286
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;09:15:00;89;7.581.538,00000000000000;23-06-2022 09:15:00;89
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;09:15:00;253;7.581.438,00000000000000;23-06-2022 09:15:00;253
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;09:00:00;124;7.581.537,00000000000000;23-06-2022 09:00:00;124
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;09:00:00;278;7.581.437,00000000000000;23-06-2022 09:00:00;278
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;08:45:00;87;7.581.536,00000000000000;23-06-2022 08:45:00;87
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;08:45:00;300;7.581.436,00000000000000;23-06-2022 08:45:00;300
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;08:30:00;114;7.581.535,00000000000000;23-06-2022 08:30:00;114
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;08:30:00;315;7.581.435,00000000000000;23-06-2022 08:30:00;315
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;08:15:00;85;7.581.534,00000000000000;23-06-2022 08:15:00;85
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;08:15:00;279;7.581.434,00000000000000;23-06-2022 08:15:00;279
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;08:00:00;76;7.581.533,00000000000000;23-06-2022 08:00:00;76
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;08:00:00;299;7.581.433,00000000000000;23-06-2022 08:00:00;299
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;07:45:00;98;7.581.532,00000000000000;23-06-2022 07:45:00;98
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;07:45:00;289;7.581.432,00000000000000;23-06-2022 07:45:00;289
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;07:30:00;119;7.581.531,00000000000000;23-06-2022 07:30:00;119
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;07:30:00;354;7.581.431,00000000000000;23-06-2022 07:30:00;354
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;07:15:00;96;7.581.530,00000000000000;23-06-2022 07:15:00;96
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;07:15:00;310;7.581.430,00000000000000;23-06-2022 07:15:00;310
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;07:00:00;100;7.581.529,00000000000000;23-06-2022 07:00:00;100
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;07:00:00;258;7.581.429,00000000000000;23-06-2022 07:00:00;258
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;06:45:00;79;7.581.528,00000000000000;23-06-2022 06:45:00;79
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;06:45:00;203;7.581.428,00000000000000;23-06-2022 06:45:00;203
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;06:30:00;59;7.581.527,00000000000000;23-06-2022 06:30:00;59
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;06:30:00;143;7.581.427,00000000000000;23-06-2022 06:30:00;143
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;06:15:00;68;7.581.526,00000000000000;23-06-2022 06:15:00;68
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;06:15:00;116;7.581.426,00000000000000;23-06-2022 06:15:00;116
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;06:00:00;42;7.581.525,00000000000000;23-06-2022 06:00:00;42
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;06:00:00;108;7.581.425,00000000000000;23-06-2022 06:00:00;108
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;05:45:00;43;7.581.524,00000000000000;23-06-2022 05:45:00;43
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;05:45:00;83;7.581.424,00000000000000;23-06-2022 05:45:00;83
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;05:30:00;28;7.581.523,00000000000000;23-06-2022 05:30:00;28
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;05:30:00;52;7.581.423,00000000000000;23-06-2022 05:30:00;52
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;05:15:00;19;7.581.522,00000000000000;23-06-2022 05:15:00;19
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;05:15:00;41;7.581.422,00000000000000;23-06-2022 05:15:00;41
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;05:00:00;7;7.581.521,00000000000000;23-06-2022 05:00:00;7
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;05:00:00;32;7.581.421,00000000000000;23-06-2022 05:00:00;32
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;04:45:00;18;7.581.520,00000000000000;23-06-2022 04:45:00;18
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;04:45:00;25;7.581.420,00000000000000;23-06-2022 04:45:00;25
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;04:30:00;15;7.581.519,00000000000000;23-06-2022 04:30:00;15
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;04:30:00;28;7.581.419,00000000000000;23-06-2022 04:30:00;28
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;04:15:00;7;7.581.518,00000000000000;23-06-2022 04:15:00;7
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;04:15:00;22;7.581.418,00000000000000;23-06-2022 04:15:00;22
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;04:00:00;5;7.581.517,00000000000000;23-06-2022 04:00:00;5
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;04:00:00;36;7.581.417,00000000000000;23-06-2022 04:00:00;36
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;03:45:00;7;7.581.516,00000000000000;23-06-2022 03:45:00;7
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;03:45:00;22;7.581.416,00000000000000;23-06-2022 03:45:00;22
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;03:30:00;7;7.581.515,00000000000000;23-06-2022 03:30:00;7
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;03:30:00;23;7.581.415,00000000000000;23-06-2022 03:30:00;23
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;03:15:00;4;7.581.514,00000000000000;23-06-2022 03:15:00;4
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;03:15:00;20;7.581.414,00000000000000;23-06-2022 03:15:00;20
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;03:00:00;5;7.581.513,00000000000000;23-06-2022 03:00:00;5
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;03:00:00;28;7.581.413,00000000000000;23-06-2022 03:00:00;28
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;02:45:00;7;7.581.512,00000000000000;23-06-2022 02:45:00;7
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;02:45:00;26;7.581.412,00000000000000;23-06-2022 02:45:00;26
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;02:30:00;5;7.581.511,00000000000000;23-06-2022 02:30:00;5
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;02:30:00;42;7.581.411,00000000000000;23-06-2022 02:30:00;42
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;02:15:00;8;7.581.510,00000000000000;23-06-2022 02:15:00;8
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;02:15:00;26;7.581.410,00000000000000;23-06-2022 02:15:00;26
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;02:00:00;12;7.581.509,00000000000000;23-06-2022 02:00:00;12
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;02:00:00;38;7.581.409,00000000000000;23-06-2022 02:00:00;38
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;01:45:00;15;7.581.508,00000000000000;23-06-2022 01:45:00;15
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;01:45:00;44;7.581.408,00000000000000;23-06-2022 01:45:00;44
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;01:30:00;18;7.581.507,00000000000000;23-06-2022 01:30:00;18
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;01:30:00;41;7.581.407,00000000000000;23-06-2022 01:30:00;41
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;01:15:00;16;7.581.506,00000000000000;23-06-2022 01:15:00;16
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;01:15:00;45;7.581.406,00000000000000;23-06-2022 01:15:00;45
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;01:00:00;8;7.581.505,00000000000000;23-06-2022 01:00:00;8
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;01:00:00;54;7.581.405,00000000000000;23-06-2022 01:00:00;54
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;00:45:00;25;7.581.504,00000000000000;23-06-2022 00:45:00;25
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;00:45:00;64;7.581.404,00000000000000;23-06-2022 00:45:00;64
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;00:30:00;28;7.581.503,00000000000000;23-06-2022 00:30:00;28
Estacion Central;ECUADOR-RADAL;D008271;N008271E;R;Jue.30-06-2022;00:30:00;82;7.581.403,00000000000000;23-06-2022 00:30:00;82
Estacion Central;RADAL-ECUADOR;D008274;N008271L;R;Jue.30-06-2022;00:15:00;34;7.581.502,00000000000000;23-06-2022 00:15:00;34
